num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,0.7,0.2,0.4,0.7,1.5,0.9,0.5,0.3,0.4,0.1,4.4
1,atom,lvlMO,1.1,1.7,0.7,1.1,2.1,1.3,1.2,0.2,1.6,0.3,2.4
2,atom,lvlMO,2.9,5.1,1.4,12.7,21.5,1.8,3.2,0.4,2.7,0.6,4.1
3,atom,lvlMO,0.4,0.8,0.3,2.2,3.7,0.9,2.2,0.1,3.6,1.8,2.7
4,atom,lvlMO,1.4,2.2,0.8,6.9,11.7,0.5,0.9,0.1,0.7,0.3,2.1
5,atom,lvlMO,0.8,1.4,0.2,1.6,1.7,1.7,1.4,0,0.7,0.7,0.8
6,atom,lvlMO,4.3,17.2,1.4,0.2,3.5,2.1,0.1,1.4,0.4,0.1,0.6
7,atom,lvlMO,4.4,12.4,11.1,1.3,0.5,0.3,0.4,0.3,0.2,0.3,1.4
8,atom,lvlMO,17.9,1.6,6.8,0.9,2.2,1.4,0.7,0.2,0.2,0.6,1.4
9,atom,lvlMO,5.7,11.2,11.8,1,0.2,0.4,0.2,0.4,0,0.1,0.5
10,atom,lvlMO,4.5,17.3,1.2,0.1,3.5,2.7,1.2,2.2,0.1,0.2,0.6
11,atom,lvlMO,16.9,1.3,7.1,1,3.5,1.3,0.5,0.5,0,0.2,0.8
12,atom,lvlMO,0.1,0.3,0.2,0.1,0.2,1.5,1.9,0.3,1.9,0,4.7
13,atom,lvlMO,1.5,0.8,0.1,1.2,0.7,3.7,2.9,0.1,0.1,0.9,0.1
14,atom,lvlMO,0,0.9,0.1,0.2,0.1,0.8,1,0,0,0.6,0.6
15,atom,lvlMO,0.2,0.7,0.5,0.1,0.5,0.4,0.7,0.1,0,1,2.6
16,atom,lvlMO,1,0.1,0.5,0.4,0.1,1.7,1.9,0.2,0.1,1.2,1.3
17,atom,lvlMO,0.2,0.5,0.5,0.1,0.2,0,0.4,0,0,0.4,0.1
18,atom,lvlMO,0.2,0.7,0.1,0.4,1.5,0.5,2.2,1.5,0,0.4,0
19,atom,lvlMO,0.8,0,0.4,0.1,1.1,0.2,0.7,0.4,0,0.4,0.5
20,atom,lvlMO,0.7,0,0.7,0.1,1.4,1.7,0.7,0.4,0.1,0.4,12.7
21,atom,lvlMO,0.8,0.3,0.4,0.5,2.3,3.9,2.3,0.9,2.3,0,9.4
22,atom,lvlMO,0.2,0.8,0.1,0.3,0.7,4.6,12.3,0.5,22.4,11.8,15.1
