virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,6.20591e-06,2.2509e-09,0.000475712,6e-09,1.50175e-05,0.106472,0.00118675,0.00073809,0.00984544,0.00467013,5.9142e-09,2.2509e-09,0.00047571,6.7184e-09,0.0236983,1.52702e-08,1.3612e-08,5.9958e-09
93,0.000195624,5.1759e-09,0.0312726,9.999e-10,0.000205337,0.131677,0.000337425,0.00093145,0.00511941,0.000579882,4.9395e-09,4.176e-09,0.0312726,4.8051e-09,0.0180993,1.3507e-09,1.684e-09,0
94,2.12975e-05,9.999e-10,0.00978126,9.999e-10,4.03144e-05,0.115247,0.00200464,0.000468388,0.0478126,0.0050745,1.9758e-09,0,0.00978126,5.9316e-09,0.019669,2.5319e-09,2.4432e-09,1.9982e-09
95,5.20811e-05,3.9916e-09,0.00201088,1e-09,2.48273e-05,0.00348079,0.00218174,0.00172936,0.0366394,0.00740638,1.9756e-09,1.9916e-09,0.00201087,1.9972e-09,0.0249055,5.6154e-09,8.3052e-09,2.9979e-09
96,1.11345e-06,4.921e-10,0.000140158,0,3.77624e-06,0.000946177,0.00839995,0.00637276,0.181394,0.0155242,1.5644e-09,4.921e-10,0.000140157,9.343e-10,0.137854,1.8686e-09,1.268e-10,0
97,7.76783e-06,2.0941e-09,1.73038e-05,0,7.83516e-05,0.0352074,0.0015921,0.000653397,0.15334,0.00645186,1.6135e-09,2.0941e-09,1.73038e-05,2.745e-10,0.0812975,1.896e-09,1.024e-10,9.994e-10
98,2.40972e-06,2.0244e-09,0.000390256,0,1.08173e-05,0.0228554,0.00554905,0.0033038,0.095307,0.0115806,1.9615e-09,1.0244e-09,0.000390254,9.988e-10,0.0816548,9.991e-10,9.936e-10,0
99,3.37654e-06,1.808e-10,0.000173874,0,4.84848e-05,0.0581381,0.00153502,0.00145077,0.0686074,0.00544692,1.9626e-09,1.808e-10,0.000173874,1.8396e-09,0.10824,3.6148e-09,2.3648e-09,0
100,5.18469e-06,2.1811e-09,0.000499519,2e-09,5.14041e-06,0.0413844,0.000716314,0.000276573,0.0238928,0.00176279,4.954e-09,2.1811e-09,0.000499518,4.8089e-09,0.00748903,8.4512e-09,8.4742e-09,1.9986e-09
101,1.15768e-06,9.46e-10,0.000362303,0,4.39667e-06,0.0184603,0.000964071,0.00114615,0.0371289,0.000640423,5.255e-10,9.46e-10,0.000362303,2.5062e-09,0.130919,9.955e-10,9.947e-10,1.9986e-09
102,9.911e-10,9.996e-10,0.00139926,0,2.67526e-05,0.0110236,0.00390741,0.00201226,0.0318299,0.00931199,9.911e-10,9.996e-10,0.00139926,9.979e-10,0.0263469,9.345e-10,6.46e-11,9.995e-10
103,0,0,0,0,0,0.000388175,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0.000254693,0,0,0,0,0,0,0,0,0,0,0,0
