num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103
0,atom,lvlMO,0.2,0.1,0.8,2.2,0.5,0.3,0.4,0.5,0.3,2.1,1,2.4
1,atom,lvlMO,0.3,1.4,1.2,3.1,2,0.3,1.2,0.7,0.2,1.5,0.3,0.8
2,atom,lvlMO,0.2,1.8,9.2,31.6,4.4,0.4,2.8,1.2,1.8,0.8,1.1,2.7
3,atom,lvlMO,0,0.2,1.6,5.2,3.1,0.3,3.4,1.4,0.6,1.3,0.1,0.8
4,atom,lvlMO,0.2,0.7,4.9,17.2,1.3,0,0.8,0.3,0.7,0.2,0.5,1.2
5,atom,lvlMO,0.2,1.3,0.7,2.4,2.2,0.6,0.4,0.3,0.1,0.5,0.9,0.6
6,atom,lvlMO,1.1,16,0.6,1.4,0.3,0.3,0.4,0.3,1,5.6,0.4,0.9
7,atom,lvlMO,7.9,8.5,0.2,0.5,0.6,0.1,0.3,2.9,5.3,3.1,3.1,1
8,atom,lvlMO,13.8,2.6,0.5,0.1,2.2,0.7,0.3,3,8.6,1.7,0.4,2.9
9,atom,lvlMO,9.2,7.5,0.3,0.3,0.3,0.1,0.5,2.9,4.9,3.2,0.2,4.1
10,atom,lvlMO,1.4,14.7,3.4,1.2,0.4,0.3,0.1,0.5,1.4,4.4,0.6,1.1
11,atom,lvlMO,13.1,1.9,3.5,1.3,0.4,0.3,0,3,9,1.3,1,0.7
12,atom,lvlMO,0.1,0.1,0.1,0.2,3.3,0.6,1,0.7,0.2,1.8,0.7,0.7
13,atom,lvlMO,0.3,1,0.2,0.4,4.3,0.8,0,0,0,0.1,0,0
14,atom,lvlMO,0,0.5,0,0.2,1.1,0,0,0.1,0.1,0.3,2.5,0.8
15,atom,lvlMO,0.3,0.6,0.2,0.9,1.6,0,0.1,2,0.4,0.4,9,1.6
16,atom,lvlMO,0.7,0.3,0.1,0.1,7.6,1.2,0.4,1.9,2.3,1.5,0.4,4.7
17,atom,lvlMO,0.4,0.3,0.6,0.4,0.7,0.2,0.4,2.4,0.3,0.7,0,8.2
18,atom,lvlMO,0,0.8,6.2,1.8,0.1,0,0,0.1,0,0.3,1,0.3
19,atom,lvlMO,0.7,0.1,5.9,2.8,0.2,0,0.2,0.4,0.7,1.3,1.8,0.8
20,atom,lvlMO,0.3,0,0.5,2.2,0.4,0.2,0.2,0,0.6,5.9,2.5,5.6
21,atom,lvlMO,0.1,0.1,1.5,3.9,2.5,1,2.3,1,0.7,4.7,1.6,6.3
22,atom,lvlMO,0,0.3,0.2,0.3,16.3,1.4,21.7,8,3.3,8.5,0.3,5.1
