virt\core,7,8,12,13,14,15,17,18,19,20
92,8.128e-06,1.03e-07,0,0,0,0,0,0,0,0
93,0.0335896,0.0291544,0.134209,0.00532873,0,0,0.0335896,0.0291544,0.00532874,0.0218951
94,0.0640979,0.0855894,0.108391,0,0.0849409,0.0849412,0.0640979,0.0855894,0.0208397,0.0279902
95,0.0849409,0.051302,0,0,0,0,0.0849409,0.051302,0,0.0455096
