virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0,0,1.50705e-05,0.10638,0.0013536,0.000836586,0.008501,0.00342742,0,0,0,0.000179682,0.0260753,0,0,0
