virt\core,7,8,12,13,14,15,16,18,20
92,7.56e-06,1.26e-07,0,0,0,0,0,0,0
93,0,0.0336071,0.126803,0.00343905,0.00343905,0.00343905,0.00462994,0.0336071,0.0290513
94,0,0.033184,0.110732,0.0636887,0.0636887,0.0636887,0.0622844,0.033184,0.0289766
95,0,0.033498,0,0,0,0,0.0636887,0.033498,0.0286076
