virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000106267,2.816e-06,1.66683e-05,0.110067,0.00046127,0.000787953,7.45442e-05,0.000139572,0.00153713,0.0131286,9.51139e-05,0.0132545,0.000108394,0.000235832,9.64119e-05,2.89148e-05
