num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103
0,atom,lvlMO,0.3,0.2,1.3,0.7,0.8,0.9,0.5,0.4,0.2,0.1,4.5,2.4
1,atom,lvlMO,0.7,1.6,1.9,1.1,1,1.3,1.4,0.6,1.1,0.3,2.5,2.4
2,atom,lvlMO,0.8,4.2,15.4,10.3,12.2,1.5,3.8,0.9,2.3,1,4.7,1.9
3,atom,lvlMO,0.1,0.7,2.6,1.7,2,1.1,2.6,0.1,3.2,1.9,2.2,0.5
4,atom,lvlMO,0.5,1.8,8.4,5.6,6.5,0.3,1.1,0.4,0.7,0.4,2.2,0.5
5,atom,lvlMO,0.5,1.5,1.4,1,0.9,1.5,1.3,0.1,0.4,0.4,0.8,2
6,atom,lvlMO,1.7,18.4,0.5,2.1,0.6,2,0,4.5,0.1,0,0.4,0.5
7,atom,lvlMO,6.9,10.5,2.6,0.8,7.6,0.4,0.3,1.2,0.1,0.3,1.7,3.1
8,atom,lvlMO,14.9,2.7,3.2,0.3,7.7,1.4,0.8,1.1,0.1,1,1.4,0.5
9,atom,lvlMO,8.2,9.2,3.2,1.1,7,0.7,0.2,1.5,0,0.3,0.5,1
10,atom,lvlMO,1.9,18,0.7,3.6,0.6,2.3,0.4,5.8,0,0.1,0.6,1.3
11,atom,lvlMO,14.2,2.2,3.9,1.9,8.7,1,0,1.6,0,0.1,1,0.9
12,atom,lvlMO,0.1,0.2,0.1,0,0.5,1.9,2.1,0.2,1.2,0,5,4.8
13,atom,lvlMO,0.8,1.2,0.4,0.3,0.2,3.2,2.5,0,0,0.4,0,0.2
14,atom,lvlMO,0.1,0.9,0,0.1,0,0.5,0.8,0,0,0.2,0.7,5.9
15,atom,lvlMO,0.3,0.8,0.1,0.8,0.3,0.3,0.8,0.2,0.1,1,4.1,5.5
16,atom,lvlMO,0.8,0.3,0.5,0.1,0.4,2.6,2.6,0.2,0,2.6,1.2,0.1
17,atom,lvlMO,0.3,0.4,0.3,0.7,0.4,0.1,0.3,0.2,0.1,0.9,0.1,0
18,atom,lvlMO,0.1,0.8,1.3,5.3,0,0.2,0.7,2.6,0,0.3,0,0.3
19,atom,lvlMO,0.8,0.1,0.9,3.4,0.5,0.1,0.3,1.1,0,0.4,0.9,1.1
20,atom,lvlMO,0.5,0,1.4,1,0.1,1.4,0.7,0.8,0,0,12.6,3.6
21,atom,lvlMO,0.4,0.3,2,1.2,0.8,4,2.4,1,1.5,0.3,10,6.9
22,atom,lvlMO,0.1,0.7,0.3,0.3,0.1,6.4,14.2,0.1,20.1,12,12.1,2.6
