virt\core,7,8,12,13,16,20,21
92,1.2511e-05,4.996e-06,0,0,0,0,0
93,0,0,0.129721,0.0653418,0.0653417,0.000123409,0.0446654
94,0,0,0.142461,0,0.0653417,0.0289961,0.0446654
95,0,0,0,0,0.0653419,0.0289961,0.0446654
