num-1,sym,lvl,238,239,240,241,242,244,245,246,247,248,249,250,251,252,253,254,256,257,259,272
91,atom,lvlMO,0,0,2.4,0.3,1.8,0.2,2,1.2,0.3,0.2,1,2,0.1,5,0,0,0.5,1.1,2.2,0.2
92,atom,lvlMO,0,0,1.9,0.7,3.9,0.6,0.9,0.5,0,0,0.2,0.6,0,0.5,0,0,0,0,0.0,0.1
93,atom,lvlMO,0,0,4.9,2.6,19.4,4.7,4.8,1.6,1.1,0.8,2.5,2.5,0,0.9,0,0,0.4,0.9,1.9,1.2
94,atom,lvlMO,0,0,2.5,1.3,9.3,2.2,1.8,0.4,0.6,0.3,1.1,1.1,0,1.3,0,0,0.2,0.4,0.7,0.4
95,atom,lvlMO,0,0,0.9,0.5,3.7,0.8,4.5,3.3,0.3,0.4,0.9,1.6,0.1,3.2,0,0,0,0.1,0.4,0.0
96,atom,lvlMO,0,0,2,0.8,3.4,0.5,0.9,0.4,0.1,0,0,0.1,0,1.9,0,0,0,0.1,0.0,6.3
97,atom,lvlMO,0,0,5.2,4.2,11.8,2.2,0.7,0,0.1,0.3,0.8,1,0,0.2,0,0,0.1,0.1,0.0,0.4
98,atom,lvlMO,0,0,2.4,1.4,9.3,0.3,0.8,0.5,0.3,0,0.1,0.4,0,0.1,0,0,0,0,0.0,2
99,atom,lvlMO,0,0,2,1.7,1.7,1.1,0.1,0.1,0.1,0.1,0.4,0.6,0,0.2,0,0,0.1,0.1,0.0,1.2
100,atom,lvlMO,0,0,1,0.6,5.1,0.1,0.2,0.1,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
101,atom,lvlMO,0,0,5.1,4.2,11.7,2.2,0.7,0.1,2,0.3,0.7,0.7,0,0.5,0,0,0.1,0.2,0.0,3
102,atom,lvlMO,0,0,0.8,0.6,1.6,0.3,0.2,0,10.4,0.5,0.1,0.1,0,0.1,0,0,0,0,0.0,1.4
103,atom,lvlMO,0,0,0.7,0.9,0.7,0.7,0.4,0.2,5.8,0.3,0.4,0.5,0,0.4,0,0,0,0,0.0,6.9
104,atom,lvlMO,0,0,0.4,0,0.1,0.1,4,3.9,0.5,0.5,0.5,0.4,0.6,19.7,0,0,1.6,2.5,1.8,0
105,atom,lvlMO,0,0,0.2,0.2,0.1,0.2,0.2,0.2,0,0.1,0.3,1.1,0,0.1,0,0,0,0,0.0,0.2
106,atom,lvlMO,0,0,0.3,0.1,4.9,0.1,0,0.1,0,0.1,0.2,0.7,0,1.3,0,0,0.1,0.1,0.0,12.1
107,atom,lvlMO,0.0,0.0,0.2,0.1,1,0.1,1.3,0.9,0,0,0,0,0,3.1,0,0,0.2,0.3,0.0,7.3
108,atom,lvlMO,0,0,0.2,0,0.4,0,0.9,0.6,0.1,0,0.1,0.2,0,0.2,0,0,0.1,0.1,0.0,1.5
109,atom,lvlMO,0,0,0,0,0.6,0.1,0,0,0.1,0.1,0.1,0.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
110,atom,lvlMO,0,0,0,0,0.1,0,0,0,0.3,0,0,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
111,atom,lvlMO,0,0,0,0,0.1,0,0.3,0.2,12.5,0.4,0,0,0,0.2,0,0,0,0,0.0,15.2
112,atom,lvlMO,0,0,0,0,0.2,0.1,0.6,0.4,58.2,2.4,0.1,0,0,0.8,0,0,0,0,0.0,3.6
113,atom,lvlMO,0.0,0.0,0.1,0.1,0.5,0,23.9,18.8,0,1.2,2.7,7.2,0.4,18.6,0,0,0.1,0,0.2,0.0
