virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,6.70644e-05,1.656e-06,1.1886e-05,0.104918,0.000442803,0.00091028,0.00189088,0.0162404,1.8889e-05,2.0772e-05,0.000133599,0.0149368,3.17919e-05,0.00015541,5.22436e-05,2.567e-06
