virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.99453,1,0.9999,0.9835,0.353153,0.480743,0.697584,0.51586,0.9867,0.885917,0.989,0.886998,0.863839,0.575028,0.569778,0.9994
