virt\core,7,8,12,14,16,17,18,20
92,1.0507e-05,1.082e-06,0,0,0,0,0,0
93,0.00332301,0.00531133,0.127991,0.00332301,0.0232833,0.00332301,0.00531133,0.0478208
94,0.0595128,0.0578105,0.111562,0.0595132,0.0235105,0.0595128,0.0578105,0.0477169
95,0,0.059513,0,0,0.0214153,0,0.059513,0.0496667
