virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0,0,1.5072e-05,0.108109,0.00137913,0.000875288,0.00874291,0.00272701,0,0,0,0.000140253,0.0272614,0,0,0
