virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,5.19319e-05,5.65e-07,1.39616e-05,0.109989,0.000970839,0.000708133,0.0024378,0.0179769,6.70914e-06,8.81519e-05,5.13079e-05,0.0159861,1.42828e-05,7.81031e-05,2.00779e-05,1.20111e-06
