virt\core,7,8,12,13,15,16,19,21
92,6.793e-06,3e-09,0,0,0,0,0,0
93,0,0,0.122391,7.78563e-05,0.00332944,0.000734844,0.0292945,0.0123902
94,0,0,0.101682,0.00126768,0.0428833,0.0114803,0.00795271,0.0142287
95,0,0,0,0,0.00585332,0.00109305,0.00090465,0.00211452
