virt\core,7,8,12,14,16,17,18,19,20
92,8.857e-06,3.75e-07,0,0,0,0,0,0,0
93,0.0407868,0.00334267,0.136303,0.00334267,0.00334267,0.0407868,0.00334267,0.0513934,0.0513934
94,0.0404827,0.0474765,0.118845,0.0478218,0.0478219,0.0404827,0.0474765,0.0513935,0.0513935
95,0.0404826,0.0478219,0,0,0,0.0404826,0.0478219,0,0.0513935
