virt\core,7,8,12,13,16,19,21
92,1,1,0,0,0,0,0
93,0,0,0.745225,0.0129,0.7425,0.1792,0.644702
94,0,0,0.74138,0,0.0191497,0.7845,0.753118
95,0,0,0,0,0.2027,0.0336,0.148
