virt\core,7,8,12,14,16,18,21
92,1.3843e-05,5.813e-06,0,0,0,0,0
93,0,0.0628506,0.11674,0.0628505,0.00172323,0.0628506,0.0436682
94,0,0.0628505,0.130871,0,0.0235891,0.0628505,0.0436682
95,0,0.0628505,0,0,0.0248224,0.0628505,0.0436682
