virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,2.29435e-05,1.047e-06,1.3709e-05,0.104079,0.00107319,0.000387463,0.00233888,0.01697,7.448e-06,3.3906e-05,4.5606e-05,0.0151543,1.48219e-05,8.18204e-05,1.87636e-05,2.219e-06
