virt\core,7,8,12,13,14,15,16,18,20
92,7.601e-06,1.3e-07,0,0,0,0,0,0,0
93,0,0.0391058,0.135655,0.00372795,0.00372795,0.00372795,0.00496577,0.0391058,0.0311673
94,0,0.0388179,0.118497,0.0663517,0.0663518,0.0663517,0.064966,0.0388179,0.0310293
95,0,0.039399,0,0,0,0,0.0663518,0.039399,0.0303463
