num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,0.8,0.2,0.3,0.9,1.5,0.9,0.7,0.1,0.4,0.1,4
1,atom,lvlMO,1.5,1.3,0.5,1.1,2.1,1.1,1.2,0.1,1.6,0.5,2.5
2,atom,lvlMO,4.2,4.3,0.5,14.7,20.5,1.7,2.8,0.2,2.8,0.5,4
3,atom,lvlMO,0.6,0.5,0.1,2.6,3.5,0.9,2.1,0,3.4,1.8,2.8
4,atom,lvlMO,2.2,1.9,0.2,8,11.1,0.4,0.8,0.1,0.7,0.3,2
5,atom,lvlMO,1,1.1,0.2,1.8,1.6,2,1.3,0,0.7,0.9,0.8
6,atom,lvlMO,6.7,14.5,2,0.4,3.6,1.7,0.2,0.8,0.4,0.2,0.5
7,atom,lvlMO,3.2,12.9,12.8,0.6,0.4,0.3,0.3,0.2,0.2,0.5,1.4
8,atom,lvlMO,19.5,0.9,6.3,0.8,2,1.4,0.7,0.1,0.3,0.5,1.5
9,atom,lvlMO,4.4,11.9,13.5,0.3,0.2,0.3,0.1,0.2,0.1,0.1,0.5
10,atom,lvlMO,7,14.7,1.9,0.1,3.4,2,0.9,1.7,0.1,0.2,0.6
11,atom,lvlMO,18.4,0.8,6.5,0.9,2.8,1.2,0.5,0.4,0,0.1,0.8
12,atom,lvlMO,0.1,0.2,0.2,0.1,0.1,1.5,2.1,0.1,1.9,0,4.5
13,atom,lvlMO,1.8,0.6,0.1,1.7,0.6,4.5,2.9,0.1,0.1,1.2,0.2
14,atom,lvlMO,0,0.8,0.2,0.2,0.1,0.8,0.8,0,0,0.6,0.5
15,atom,lvlMO,0.2,0.7,0.6,0,0.4,0.4,0.7,0,0,0.8,2.4
16,atom,lvlMO,1.1,0.1,0.4,0.3,0,1.6,1.8,0,0.2,0.9,1.6
17,atom,lvlMO,0.1,0.5,0.6,0,0.1,0,0.3,0.1,0,0.3,0.2
18,atom,lvlMO,0.3,0.6,0.1,0,0.6,0.2,1.3,1.4,0,0.4,0.1
19,atom,lvlMO,0.8,0,0.3,0,0.5,0.1,0.4,0.4,0,0.3,0.5
20,atom,lvlMO,0.8,0,0.6,0.3,1.4,1.7,0.9,0.2,0.1,0.6,12.1
21,atom,lvlMO,1,0.2,0.2,0.7,2.3,3.8,2.9,0.4,2.4,0,8.8
22,atom,lvlMO,0.3,0.6,0.1,0.5,0.7,5.1,12.5,0.1,21.5,11.7,16.3
