num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103
23,atom,lvlMO,0,0,0,0,0.9,2.8,0.9,1,1.7,0,2.1,2.3
24,atom,lvlMO,0.4,0.8,0,0,2,3.9,1.9,1.4,1.5,0.8,3.8,0.9
25,atom,lvlMO,0.2,0,0,0,1.2,22.4,11.1,9.6,0.7,0.8,1.9,5.9
26,atom,lvlMO,0.0,0.0,0.0,0.0,0.3,10.4,5.2,4.4,0.2,0.5,0.5,3
27,atom,lvlMO,0,0,0,0,0.5,7.5,3.9,6.6,0.3,0.3,0.5,1.4
28,atom,lvlMO,0.3,0.9,0,0,2.1,2.7,1,0.6,0.8,0.5,1,1.8
29,atom,lvlMO,0.9,9.2,0.8,0.6,3.6,22.3,13,29.8,5.4,3.1,1.7,0.1
30,atom,lvlMO,8.2,6.8,0.5,0,1,0.8,0.8,1.2,2,10,2,0.9
31,atom,lvlMO,12.9,1.5,0.1,0.9,2.3,0.4,2,2.3,6.5,3.9,2.9,1.1
32,atom,lvlMO,8.6,3.8,1,0,0.7,0.2,0.9,0.9,1.3,9,0.5,3
33,atom,lvlMO,1.2,10.4,2,0.8,0.9,0.1,0.3,0.7,4.6,2.4,0.9,0.3
34,atom,lvlMO,0.1,2.1,7,0.6,0.2,0,0.2,0.5,0.4,0.2,0.9,0.2
35,atom,lvlMO,11.6,0.9,3.2,1,0.2,0.5,0.5,1.1,8.5,3.8,1.1,1.2
36,atom,lvlMO,0.0,0.0,0.0,0.0,1.5,2.6,0.2,0,2.2,0.5,0.7,5.8
37,atom,lvlMO,0.1,0,0.1,0,4.1,0.6,3.4,0.2,0.7,1.2,8.7,1.9
38,atom,lvlMO,0.3,0.7,0.1,0.1,4.5,0.8,0.2,0.3,1.2,0.1,0.2,0.5
39,atom,lvlMO,0.6,0.4,39.8,2.6,1.6,0.8,0,0.6,0,0.8,1.9,3.5
40,atom,lvlMO,0.4,0.4,0.2,0.2,2.3,1,1.1,2.3,2.1,3.1,5.8,2
41,atom,lvlMO,0.6,0.1,0,0,8.4,0.6,5.2,4.7,0.5,0.6,1.6,1.4
42,atom,lvlMO,0.3,0.2,0.4,0.1,0.8,0.2,1.5,1.5,0.1,0.5,0.2,8.1
43,atom,lvlMO,0.7,0,7,1.2,0.2,0.2,0.5,0.7,7.2,0.9,0.3,0.7
44,atom,lvlMO,0.6,0.1,39.8,2.6,0.2,0,0.6,1.8,0.3,0.1,4.1,0.3
45,atom,lvlMO,0.0,0.0,0.0,0.0,3,21.8,12.4,29.4,1.2,1.4,2.1,4.1
46,atom,lvlMO,0.0,0.0,0.0,0.0,3.3,8.7,0,0.6,6.8,0.1,10.6,6.7
