num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0.4,0,2.7,0.1,0.7,1.7,4.7,0.1,0,2.6
24,atom,lvlMO,0,0.5,0.1,1.8,0.1,4,0.2,1.3,3.4,5.4,0.1,0,1
25,atom,lvlMO,0,0.9,0.4,0.2,0,24.1,0.2,1.2,20.2,1.8,0.1,0.1,5.9
26,atom,lvlMO,0,0.4,0.2,0,0,11.2,0,0.2,9.3,1.4,0.1,0,1.3
27,atom,lvlMO,0,0.1,0,0.1,0,7.5,0.4,0.9,7.9,3.5,0,0,0.5
28,atom,lvlMO,0,0.3,0,1.2,0,3.4,0.2,0.9,1.9,2,0,0,2.5
29,atom,lvlMO,0,1.2,0.5,22.3,1.9,0.3,0,2.5,0.9,0.3,0,0,1
30,atom,lvlMO,0.1,13.4,3.8,12.9,0.9,0.5,0.1,1.1,1.1,0.2,0,0,6.3
31,atom,lvlMO,0.2,18.9,6.1,3.7,0.3,0.3,0.1,2.7,1.8,2.5,0,0,3.9
32,atom,lvlMO,0.1,13.9,4,9.2,0.7,0.3,0,0.5,0.7,0.4,0,0,2.7
33,atom,lvlMO,0,1.5,0.6,22.7,2,0.4,0,3.6,0.4,0.2,0,0,1.9
34,atom,lvlMO,0,0.4,0.1,3.4,0.3,1.1,0,8.2,1.2,0.5,0,0,0.8
35,atom,lvlMO,0.2,17.6,5.6,2.5,0.2,1,0,4.3,1.6,0.7,0,0,3.8
36,atom,lvlMO,0.0,0.0,0.0,0.0,0,2.4,0.2,1.3,0.1,5.3,0.1,0,2.8
37,atom,lvlMO,0,0.1,0,0.3,0.1,0.6,0.4,1.8,4.4,10,0.4,0.1,0.6
38,atom,lvlMO,0.1,0.6,0.2,1.3,0,1.5,0.4,2.2,2.1,5,0,0.1,1.4
39,atom,lvlMO,0,0.1,0,0.7,0,0.3,0.2,0.7,0.4,1.5,0,0.1,4
40,atom,lvlMO,0,0.6,0.2,0.6,0,0.7,0.1,0.4,0.4,0.6,0,0.1,16.8
41,atom,lvlMO,0,0.8,0.3,0.2,0,0.1,0.2,1.9,2.4,7.8,0.2,0,9.7
42,atom,lvlMO,0,0.5,0.2,0.4,0,0,0,0.1,0.3,0.5,0,0,4.5
43,atom,lvlMO,0,0.9,0.2,0.4,0,1.5,0,6.9,2,0.7,0,0,8.8
44,atom,lvlMO,0,2.1,0.5,5.1,0.7,6,0.2,43.6,6,2,0,0,1.1
45,atom,lvlMO,0,0,0,0.6,0,19.1,2.3,5.5,26.9,21.3,0.2,0,0
46,atom,lvlMO,0,0,0,0.6,0.1,8,0.8,2.8,0,17.7,0.4,0.2,12.8
