virt\core,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,14,8,7,12,15
238,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,1,3,2,1,2,1,1,1,1,4,5,4,4,3,3,3,7,2,5,4,4,4
239,0,0,0,0,0,0,0,1,0,0,0,2,2,4,3,2,3,4,2,3,1,1,1,1,2,3,8,3,4,4,2,3,2,10,7,5,13
240,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,3,1,6,1,2,1,3,1,2,2,3,4
241,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,2,2,3,3,2,1,1,1,1,1,1,4,2,2,2,1,1,4,8,8,9,4
242,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,6,4,5,0,0,0,0,0
243,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,3,0,0,0,9,9,6,10,9
244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,0,4,3,3,0,0,0,0,0
245,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,2,5,1,6,1,7,6,6,1,2,2,3,4
246,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4,1,0,1,2,1,1,0,0,8,0,5,0,2,1,9,6,7,7,6
247,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,10,5,6,5,3,3,10,9,10,9,10
248,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,3,1,0,0,2,1,2,0,0,8,0,7,0,0,1,11,8,10,12,9
249,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,0,6,0,8,0,0,0,8,6,8,11,8
250,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,5,1,7,1,1,1,5,8,4,7,5
251,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,2,2,2,5,1,4,1,1,3,5,4,5,6,5
252,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,0,1,0,1,0,1,1,1,2,6,1,3,1,1,3,5,5,3,5,5
253,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,2,0,2,0,0,0,2,2,4,3,3
254,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,3,1,4,1,0,3,5,3,4,5,5
255,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,5,4,4,4
256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,0,0,0,0
257,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
258,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
261,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,4,4,2,4
262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0
