virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,5.94853e-05,3.103e-06,1.5731e-05,0.111187,0.000484664,0.000785127,8.0642e-05,0.000137812,0.00151082,0.0130761,0.000111088,0.0139406,0.000119828,0.000233031,0.000111889,3.89174e-05
