virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000222037,4.9e-08,1.5167e-05,0.108787,0.000757394,0.000576649,0.0110141,0.00666717,1.74558e-07,3.2481e-08,0.000444267,7.31454e-08,0.021349,5.23014e-07,3.17378e-07,2.6e-08
