num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,0.5,0.3,0.7,0.1,1.8,0.9,0.6,0.3,0.4,0.1,4.7
1,atom,lvlMO,0.9,1.8,0.9,0.2,2.6,1.3,1.4,0.3,1.4,0.3,2.6
2,atom,lvlMO,1.7,5.1,5.2,2.2,28.9,1.8,3.8,0.6,2.5,0.7,4.6
3,atom,lvlMO,0.2,0.8,0.9,0.4,5,0.9,2.8,0.1,3.4,1.8,2.6
4,atom,lvlMO,0.9,2.2,2.9,1.2,15.7,0.5,1.1,0.2,0.7,0.3,2.2
5,atom,lvlMO,0.5,1.5,0.7,0.3,2.4,1.4,1.4,0,0.5,0.4,0.7
6,atom,lvlMO,2.6,18.5,0.8,0.5,2.6,2.5,0.1,2.4,0.2,0,0.5
7,atom,lvlMO,5.7,11.5,8.1,2.5,1.4,0.4,0.3,0.5,0.2,0.3,1.5
8,atom,lvlMO,16.1,2.3,6.2,0.8,3.4,1.4,0.9,0.5,0.2,0.6,1.5
9,atom,lvlMO,7.1,10.2,8.9,2.8,0.5,0.7,0.1,0.7,0,0.2,0.5
10,atom,lvlMO,2.7,18.5,0.8,1.5,2.3,3.2,0.6,3.5,0,0.2,0.7
11,atom,lvlMO,15.2,1.9,6.8,1.1,5.1,1.3,0.3,0.9,0,0.3,1
12,atom,lvlMO,0.1,0.3,0.2,0,0.3,1.6,2.2,0.2,1.6,0,5.2
13,atom,lvlMO,1.1,1.1,0.3,0.2,1.1,2.9,3.1,0,0,0.6,0
14,atom,lvlMO,0,1,0.1,0.1,0,0.6,0.9,0,0,0.4,0.6
15,atom,lvlMO,0.2,0.8,0.4,0.5,0.3,0.3,0.8,0.1,0.1,1,3.1
16,atom,lvlMO,0.9,0.3,0.6,0.2,0.2,1.9,2.4,0.2,0,1.8,1.2
17,atom,lvlMO,0.3,0.4,0.4,0.6,0.1,0,0.3,0.1,0,0.6,0.1
18,atom,lvlMO,0.2,0.8,0.3,2.4,1.6,0.5,1.5,2.1,0,0.4,0
19,atom,lvlMO,0.7,0,0.5,0.9,1.4,0.3,0.5,0.6,0,0.4,0.6
20,atom,lvlMO,0.6,0,1.2,0,1.2,1.7,0.7,0.5,0,0.2,13.3
21,atom,lvlMO,0.6,0.4,0.9,0,2.5,3.9,2.6,0.9,2,0.1,10.3
22,atom,lvlMO,0.1,0.8,0.1,0,0.8,4.5,14.6,0.1,21.1,11.7,14.4
