virt\core,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0.0114,0.0335,0,0,0,0,0,0,0,0,0,0,0.999,0.00526667,0.213167,0.119133,0.0219556,0.0123375,0.0530333,0.138275,0.0785833,0.191033,0.0469167,0.17272,0.0160667,0.0720286
238,0,0,0,0,0,0,0,0,0,0.0114,0.089025,0.0285,0,0,0,0,0,0,0,0,0,0,0.00998571,0.0175875,0.0044875,0.00462,0.01547,0.02489,0.03093,0.0309667,0.0989,0.016125,0.00942222,0.0166727,0.00528571
239,0,0,0,0,0,0,0,0,0,0.02595,0.091825,0.0363,0,0,0,0.0141,0,0,0,0,0,0.9961,0.0147625,0.0228875,0.00607143,0.0059,0.0134,0.00292143,0.06215,0.0320625,0.11855,0.01775,0.01044,0.0325222,0.0106
240,0,0,0,0,0,0,0,0,0,0.49505,0.122475,0.8015,0.9735,0.9908,0.9918,0.4975,0.9977,0.9943,0.9995,0.9997,0.9998,0.9999,0.48975,0.0579,0.15552,0.0570286,0.00908,0.0359,0.10375,0.0546167,0.0278167,0.0499,0.190825,0.00355,0.138075
241,0,0,0,0,0,0,0,0,0,0.38055,0.09015,0.0715,0.0146,0,0,0.47185,0,0,0,0,0.9998,0.9998,0.1367,0.028225,0.01944,0.00548889,0.0459,0.0462625,0.005475,0.0246167,0.07846,0.0135,0.0136125,0.0152143,0.0656429
242,0,0,0,0,0,0,0,0,0,0.017,0.03105,0,0,0,0,0,0,0,0,0,0,0,0.03564,0.00564286,0.00322857,0.0791857,0.00912222,0.0149636,0.00425,0.00347273,0.104825,0.00315556,0.00582857,0.00625,0.0410714
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499167,0.00566,0.01415,0.1599,0.8027,0.0116071,0.00475455,0.0156,0.0119778,0.0162222,0.04445,0.9685
244,0.015,0,0,0,0,0,0,0,0,0,0.0121,0,0,0,0,0.021,0,0,0,0,0,0,0.0316,0,0,0.0132,0,0.0103,0.0109154,0.017,0.0167,0.0105,0.00385714,0.00324444,0.0172
245,0.0162,0.2109,0.3767,0.2854,0.0755,0,0,0,0,0,0,0,0.20055,0.2525,0.4291,0,0.3751,0.06255,0,0,0,0,0.02492,0.00735,0.00582857,0.4871,0.0267,0.06394,0.00847778,0.00715556,0.142225,0.0057,0.0026,0.0252143,0.49465
246,0.1302,0.2245,0.0249,0.1635,0.3067,0.1813,0.0189,0,0,0,0,0,0.17455,0.2943,0.0459,0,0.27155,0.2263,0.2534,0.0187,0,0,0.075775,0.00466667,0.0164091,0.196833,0.0173778,0.053,0.00505556,0.0158778,0.073575,0.0161182,0.011,0.02315,0.178533
247,0.1958,0.1141,0.0207,0.0646,0.0417,0.3048,0.2589,0.0573,0,0,0,0,0.1396,0.1319,0.016,0,0.13745,0.24275,0.25535,0.3502,0.074,0.6819,0.123467,0.00814444,0.0298875,0.06596,0.0117,0.0215875,0.0209364,0.0162,0.029325,0.0227889,0.0107444,0.0420833,0.07515
248,0.1646,0.0104,0.0817,0,0.0748,0,0.1886,0.3486,0.1809,0,0,0,0.1793,0,0.0754,0,0.065,0.0891,0.3682,0.2925,0.2458,0.20835,0.0302,0.0065375,0.0248857,0.01325,0.0118,0.0105,0.0112273,0.013,0,0.0188857,0.00532,0.0263857,0.0158571
249,0,0,0,0,0,0,0,0,0,0.03645,0.02125,0,0,0,0,0,0,0,0,0,0,0,0.00554286,0.0131,0.01505,0.011175,0.0437571,0.01412,0.0087,0.01505,0.018,0.02835,0.00936667,0.008025,0.00676
250,0.2176,0.0239,0.1079,0.076,0.0805,0.0847,0.0704,0.1292,0.2512,0,0,0,0.1539,0.0313,0.126,0,0.0653,0.11755,0.0712,0.21865,0.21075,0.2839,0.05715,0.00446667,0.0206,0.00522,0.00668,0.00988571,0.00645455,0.0082,0,0.0284857,0.00211538,0.01615,0.0063125
251,0.137,0.1454,0,0.1468,0.0955,0.0467,0.1797,0,0.2101,0,0,0,0.13375,0.1295,0,0,0.1363,0.05925,0.1416,0.10325,0.3379,0.12365,0.0124,0.00579091,0.01462,0,0,0,0.00351111,0.0075625,0,0.0145143,0.00460909,0.009,0.01165
252,0.0563,0.1675,0.1796,0.0102,0.0807,0.1731,0.0359,0.0837,0.1415,0,0,0,0.05965,0.0981,0.1585,0,0.02025,0.1063,0.0959,0.02995,0.1216,0.08195,0,0,0.0118,0,0,0,0.0224,0.00746667,0,0.006,0.0158,0.008,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0.0207,0,0.0151,0,0,0,0,0,0.027
254,0,0.0705,0.1737,0.1967,0.152,0.037,0.0135,0.1276,0.0874,0,0,0,0.028,0.0276,0.1186,0,0.11215,0.06875,0.0282,0.0621,0.07045,0.04235,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0.011,0.0304,0.0728,0.1381,0.1995,0.2235,0.1005,0,0,0,0,0,0,0,0.0326,0.0598,0.09435,0.1181,0.09305,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125667,0,0,0,0,0,0.00828,0,0,0,0.00926667,0.0572,0
257,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141,0,0.0219,0,0,0.0115,0.021,0.0494,0
260,0,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0.0792,0,0.0593,0,0,0.0311,0,0,0,0.0603
261,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264,0.0756,0.0222,0,0,0.022,0,0,0,0.024
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768,0.0157,0,0,0,0.0818,0.0198,0,0.03425,0.0585,0.04465,0
