virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.00033576,6e-09,1.50245e-05,0.0989493,0.00105909,0.000678402,0.00922062,0.00415687,7.8856e-09,2.3034e-09,0.000335758,7.6628e-09,0.0222379,1.75798e-08,1.52891e-08,7.9944e-09
