virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.819987,1,0.9999,0.9824,0.884457,0.864809,0.641329,0.621336,0.712393,0.9948,0.639559,0.941983,0.9887,0.863827,0.78846,0.9985
