virt\core,7,8,12,14,16,18,21
92,1.2311e-05,4.205e-06,0,0,0,0,0
93,0,0.0647936,0.12444,0.0647935,0.00203455,0.0647936,0.0462454
94,0,0.0647937,0.139339,0,0.0286885,0.0647937,0.0462454
95,0,0.0647937,0,0,0.0301918,0.0647937,0.0462454
