virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.99552,1,0.9999,0.9807,0.920136,0.950236,0.529021,0.503019,0.48242,0.496013,0.991,0.933256,0.9877,0.688028,0.67592,0.9991
