virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,6.99691e-05,3.2527e-05,1.70593e-05,0.124682,0.00117339,0.000165936,5.29815e-05,0.0197557,0.000169546,8.81988e-05,6.43867e-05,3.55435e-05,0.00571687,0.000650024,0.00230983,7.96023e-05
