virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000195602,1.03e-07,1.56914e-05,0.107862,0.000426667,0.000662815,0.0105233,0.00775035,4.92171e-07,4.90042e-07,0.000195585,0.0194272,2.56802e-07,1.95707e-06,8.29611e-07,7.9928e-08
