virt\core,7,8,12,13,15,16,19,20
92,6.535e-06,4.4e-08,0,0,0,0,0,0
93,0,0,0.12975,9.68793e-05,0.0010588,0.00404119,0.0319571,0.0137302
94,0,0,0.100456,0.00148507,0.0178232,0.0479749,0.00915956,0.0151125
95,0,0,0,0,0.00182294,0.00667102,0.00101763,0.00207955
