virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.881097,1,0.9999,0.9848,0.708355,0.875995,0.673156,0.9984,0.823673,0.976056,0.761271,0.921194,0.941124,0.8957,0.748463,0.9959
