virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000728621,1.1405e-05,1.6102e-05,0.124649,0.000500487,0.00178398,5.049e-06,0.00036728,0.0150943,1.44362e-05,0.00145058,2.41014e-05,0.0165476,0.000223466,5.60642e-05,4.10753e-05
