virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.866347,1,0.9999,0.9848,0.709413,0.874046,0.697487,0.833608,0.9984,0.9951,0.730865,0.943055,0.94733,0.895796,0.709717,0.9964
