num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0.3,0,1.4,0.5,1.9,1.1,3.1,1.5,1.3,0.9
24,atom,lvlMO,0.1,0.1,0.3,1,0.3,2.3,1.1,2.9,2.3,2.9,2.3,2.9,0.4
25,atom,lvlMO,0.5,0,0.9,0.2,0.2,16.3,1.1,8.5,13.5,3.3,2.4,3.8,0.8
26,atom,lvlMO,0.2,0,0.4,0,0,7.7,0.3,3.5,6.2,2.2,0.9,1,0.6
27,atom,lvlMO,0,0,0.1,0.1,0,3.7,1.9,3.8,5.2,4.9,0.5,0.4,0.2
28,atom,lvlMO,0.3,0,0.2,1.1,0.2,3.4,0.6,2.2,1.4,1.7,0.7,3.9,2.6
29,atom,lvlMO,0.7,0.6,1.9,12.9,3.9,0.5,4.7,3.8,0.3,0.4,0.3,0.4,0.2
30,atom,lvlMO,4,5.7,6.2,11.4,2.1,0.4,1.1,1.5,0.8,0.6,0.5,2.9,0.9
31,atom,lvlMO,7.9,3,14.4,1.2,0.6,0.9,2.9,2.3,1,1.5,0.8,0.4,1
32,atom,lvlMO,4.5,4.9,7.2,8.6,2.3,0.1,0.8,0.5,0.2,0.3,0.6,0.9,0.7
33,atom,lvlMO,0.9,0.5,2.4,12.7,5.3,0.2,4.7,3.7,0.1,0.5,0.2,1.1,0.1
34,atom,lvlMO,0.1,0.4,0.5,2,2.6,1.4,2.8,3.2,0,0.1,0.2,0.5,0.4
35,atom,lvlMO,7,3.4,12.6,1.2,1.2,0.9,3.3,2.3,0.4,0.4,0.2,0.4,0.6
36,atom,lvlMO,0.0,0.0,0.0,0.0,0,0.3,0.7,2.9,0.1,3.3,1.2,0,4.5
37,atom,lvlMO,0,0,0.1,0.1,0.2,0.4,1.6,1.5,3.3,3.1,5.6,6.6,0.8
38,atom,lvlMO,0.9,0,0.6,1.5,0.1,4.8,0.8,1.1,1.5,3.3,0.5,0.6,0.1
39,atom,lvlMO,0,0.3,0,0.8,0.1,0.3,0.6,1.2,0.6,2.1,0.2,8.5,5.7
40,atom,lvlMO,0.2,0.3,0.3,0.7,0.1,0,0.8,0.9,0.5,1,0.2,7.3,1.4
41,atom,lvlMO,0.5,0.1,0.7,0.1,0.2,1.6,0.9,0.8,2.4,4.6,1.8,0,2.6
42,atom,lvlMO,0.2,0.2,0.3,0.4,0.2,0,0.3,0.1,0.2,0.3,0.1,0,1.6
43,atom,lvlMO,0.4,0.1,0.6,0.4,1.3,1.7,3.2,2.4,0.2,0.2,0,0.6,0.9
44,atom,lvlMO,0.6,1.9,1.4,4.7,13.4,8.1,11.9,15,0,0,0.8,1.7,2.2
45,atom,lvlMO,0,0,0,0.3,0,4.6,10,14.5,18.4,25.6,1.5,0.1,0.5
46,atom,lvlMO,0,0,0,0.4,0.1,2,2.2,7.3,0.1,9.8,6,7.1,1.2
