virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1.9983e-09,3e-09,1.50295e-05,0.106432,0.00124502,0.000763568,0.00951015,0.00433656,3.9496e-09,9.953e-10,9.983e-10,0.000209928,0.0243059,6.6446e-09,4.3246e-09,3.9976e-09
