virt\core,7,8,12,14,16,17,18,20
92,1,1,0,0,0,0,0,0
93,0.0356,0.780276,0.814538,0.0481,0.7664,0.0356,0.780276,0.3571
94,0.0171,0.682129,0.807915,0.0248,0.203,0.0171,0.682129,0.4873
95,0,0.126108,0,0,0.0269,0,0.126108,0.1271
