num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0.4,0.1,1.7,1.2,0.9,1.2,3.5,1,1.2,0.6
24,atom,lvlMO,0,0.2,0.3,1.1,0.6,3,1.7,1.4,2.7,3.1,1.7,2,1.3
25,atom,lvlMO,0.1,0.5,0.7,0.3,0.1,19.5,4.1,2.2,14.6,2.8,1.6,3.9,2.5
26,atom,lvlMO,0,0.2,0.2,0,0,9.3,1.4,0.8,6.5,2.1,0.6,1.2,0.6
27,atom,lvlMO,0,0,0.1,0.1,0,4.6,3.4,1.1,5.9,4.4,0.4,0.4,0.2
28,atom,lvlMO,0,0,0.1,1.2,0.4,4,0.8,1.3,1.9,2.1,0.4,2.5,3.1
29,atom,lvlMO,0.3,0.5,1.2,15,7.5,0.5,0.3,3.7,0.7,0.5,0.1,0.4,0.7
30,atom,lvlMO,1.5,8.4,7.1,10.1,4.1,0.3,0.5,1.2,0.8,0.5,0.1,1.1,2.5
31,atom,lvlMO,3.1,9.4,12.7,2,1.4,0.8,0.5,3.1,1.5,1.6,0.7,0.4,0.3
32,atom,lvlMO,1.7,8.2,7.8,7,3.1,0.1,0.1,0.7,0.4,0.2,0.2,0.5,0.4
33,atom,lvlMO,0.4,0.6,1.5,14.6,8.2,0.6,0.4,4.6,0.3,0.5,0.1,0.7,0.7
34,atom,lvlMO,0,0.3,0.2,2.1,1.6,1.3,0.4,7.8,0.4,0.2,0,0.2,0.1
35,atom,lvlMO,2.7,9.1,11.4,1.2,1.3,1,0.6,4.8,1,0.5,0,0.1,1.3
36,atom,lvlMO,0.0,0.0,0.0,0.0,0,0.8,1.7,1.3,0.3,4.1,0.9,0.3,0
37,atom,lvlMO,0,0.1,0.1,0.1,0.2,0.4,1.9,0.9,3.8,4,4,4.8,2.8
38,atom,lvlMO,0.5,0.2,0.5,2,0.2,4.6,1.3,1.1,2.2,4.9,0.3,1.2,1.6
39,atom,lvlMO,0,0.1,0,0.7,0.2,0.1,1.1,0.6,0.6,2.1,0,3.5,5.7
40,atom,lvlMO,0.1,0.4,0.3,0.5,0.2,0.1,1,0.3,0.5,0.7,0,2.9,6.2
41,atom,lvlMO,0.1,0.4,0.6,0.1,0.2,1.1,0.7,0.9,2.3,4.3,1.7,0,0.1
42,atom,lvlMO,0.1,0.3,0.3,0.3,0.1,0,0.1,0.2,0.3,0.2,0.1,0,0.1
43,atom,lvlMO,0.1,0.5,0.5,0.1,0.4,1.3,0.6,6.6,1.1,0.3,0.1,0.1,2.7
44,atom,lvlMO,0.1,2,0.9,2.6,5.5,7.5,1.5,40.5,2.2,0.9,0.6,1,0
45,atom,lvlMO,0,0,0,0.5,0.1,6.8,16.9,4.1,21.3,23.7,1.8,0.3,0
46,atom,lvlMO,0,0,0,0.5,0.2,3,5.3,3.1,0.2,12,4.1,5.4,3.3
