virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1.38793e-05,1.5856e-05,1.8498e-05,0.127001,0.00060291,0.00178869,1.3312e-05,0.00036507,3.49043e-05,0.0244841,1.84762e-05,0.00110756,0.00990082,0.000166704,0.000159792,3.91588e-05
