virt\core,7,8,12,14,16,18,21
92,1.3843e-05,5.813e-06,0,0,0,0,0
93,0,0.0469808,0.114615,0.00116902,0.00171496,0.0469808,0.0367817
94,0,0.00408528,0.128358,0,0.02257,0.00408528,0.000860264
95,0,0.00940872,0,0,0.00096559,0.00940872,0.00511355
