virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.988577,1,0.9999,0.9833,0.381856,0.487551,0.680104,0.533005,0.9813,0.919464,0.977142,0.924255,0.882211,0.500834,0.49605,0.9993
