num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103,104
23,atom,lvlMO,0,0,0,0,0.9,2.9,0.1,1,0.2,1.5,3.2,0.4,2.4
24,atom,lvlMO,0.3,0.6,0.2,0,1.7,3.9,0.3,2.7,1.4,2.2,3.9,0.6,0.5
25,atom,lvlMO,0.2,0,0,0.1,1.7,22.6,3.4,12.7,0.2,4.5,2.9,0.2,5.5
26,atom,lvlMO,0.0,0.0,0.0,0.0,0.5,10.3,1.7,6.1,0.1,2.4,0.7,0.2,2.8
27,atom,lvlMO,0,0,0,0,0.8,7.6,1.4,4.2,0.8,5,0.4,0.1,1.2
28,atom,lvlMO,0.3,0.8,0.1,0.1,1.7,2.5,0.1,1.3,1.1,0.7,1.3,1.1,2.4
29,atom,lvlMO,1,7.7,2.9,0,0.8,0.7,0.8,1.2,11.4,0.3,0.4,1.3,0.1
30,atom,lvlMO,7.8,6.2,0.7,0.3,0.9,1,7.7,1,7.1,1,3.4,1.7,1.1
31,atom,lvlMO,12.5,1.1,1.4,0.7,1.7,0.3,9.5,4.1,2.8,2.4,0.6,0.5,1.4
32,atom,lvlMO,8.3,3.7,1,0.9,0.8,0.1,8.4,1.1,4.2,1.3,0.8,0.2,2.6
33,atom,lvlMO,1.1,8.1,4.3,0.3,0.9,0.3,0.8,0.7,11.2,0.2,0.9,0.5,0.1
34,atom,lvlMO,0.2,1.6,4.1,3.3,0.1,0,0,0,1.4,0.3,0.9,0.3,0.2
35,atom,lvlMO,11.4,0.8,2.8,1.9,0.1,0.4,9,2.3,3,0.5,1.3,0.1,0.8
36,atom,lvlMO,0.0,0.0,0.0,0.0,1.3,2.6,0.2,0.4,0.1,0.8,2,0,7.7
37,atom,lvlMO,0.1,0,0.2,0,3.8,0.8,0.1,4.5,0.1,1.3,8.6,0.6,0.4
38,atom,lvlMO,0.4,0.8,0,0.2,4,1,0.1,0.3,0.9,1,0.7,0.2,0.4
39,atom,lvlMO,0,0.4,0.1,0,1.2,0.6,0,0,0.2,0.8,1.6,3.5,5.4
40,atom,lvlMO,0.3,0.5,0,0.1,1.7,1.2,0.5,0.6,0.5,1.8,8.4,3.2,2.7
41,atom,lvlMO,0.6,0.2,0.2,0.1,6.4,0.2,0.7,5.1,0.1,6.8,0.6,0.2,2.5
42,atom,lvlMO,0.3,0.2,0.2,0.2,0.6,0,0.5,1.1,0.7,1.4,0,0.1,7.7
43,atom,lvlMO,0.6,0,3,3.8,0.1,0.4,0.8,1.4,4.2,0.2,2.5,0.1,0.5
44,atom,lvlMO,0.9,0.2,23.4,18.9,0,0,0.1,0,1.7,1.4,4,1.1,0.3
45,atom,lvlMO,0.0,0.0,0.0,0.0,3.9,21.8,4.1,11.9,5.2,24.6,1.2,0.2,3.2
46,atom,lvlMO,0,0,0.1,0,2.9,9.1,0,0.1,0.1,3.5,14.8,1.7,6.2
