virt\core,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,4.93234e-05,0.000785394,0,0,0,0,0,0,0,0,0,0,9.99e-10,1.48626e-05,6.43235e-05,2.50429e-05,0.000891567,0.000184318,0.000548751,2.27406e-05,3.45351e-06,0.00753352,1.96941e-06,0.000248666,2.39802e-05,0.00415548
238,0,0,0,0,0,0,0,0,0,4.64075e-05,0.00515997,0.000228599,0,0,0,0,0,0,0,0,0,0,2.79577e-05,0.00116803,0.000240492,0.000240402,0.000964703,1.18857e-05,2.83081e-05,0.00314432,0.000474183,1.48615e-05,0.000642071,0.000590824,0.000169021
239,0,0,0,0,0,0,0,0,0,0.000110592,0.00551503,0.000291163,0,0,0,3.99005e-06,0,0,0,0,0,1.9922e-09,4.13001e-05,0.0014647,0.00034745,0.000230607,0.000895737,0.000209217,6.05859e-05,0.00316859,0.000306087,1.80275e-05,0.000701076,0.00129026,0.000317884
240,0,0,0,0,0,0,0,0,0,0.00217974,0.000722144,0.00642885,1.08935e-05,2.50871e-06,8.95595e-07,1.50553e-05,3.49195e-08,4.17606e-08,3.998e-09,3.9988e-09,0,2.9997e-09,0.00138344,0.00482397,0.00210669,0.000506293,0.000721095,0.00206839,0.00452847,0.00271139,0.00134723,0.00408376,0.00839915,0.000216171,0.000174423
241,0,0,0,0,0,0,0,0,0,0.00163632,0.00347873,0.000573503,1.63374e-07,0,0,0.00013057,0,0,0,0,2.9994e-09,0,0.000383531,0.00148962,0.000321764,0.000410107,0.00369231,0.00317356,0.000191173,4.62707e-05,0.00431754,0.00100079,0.000829862,0.000284345,0.00148423
242,0,0,0,0,0,0,0,0,0,6.92042e-05,0.00110633,0,0,0,0,0,0,0,0,0,0,0,7.85254e-05,9.71323e-06,1.09042e-05,0.00546639,0.000698673,0.000892794,5.70981e-05,4.48194e-06,4.60676e-05,0.000238722,8.70281e-06,1.58502e-05,0.00209863
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295429,7.7309e-06,4.74896e-06,1.83085e-06,9.19091e-06,5.97522e-05,0.000208274,5.40712e-07,0.000938342,0.000788916,0.00269112,3.93046e-05
244,0.00139073,0,0,0,0,0,0,0,0,0,0.000948668,0,0,0,0,5.94262e-06,0,0,0,0,0,0,0.000276434,0,0,7.8642e-06,0,0.000695497,0.00022359,1.61457e-05,0.00110626,1.58723e-05,0.000175262,0.000116735,6.05167e-06
245,0.00150199,0.0214949,0.0370733,0.0279242,0.00725268,0,0,0,0,0,0,0,0.000148905,0.00157783,0.00259966,0,0.00224834,0.000302858,0,0,0,0,0.000204451,1.08705e-05,1.51714e-05,9.11773e-06,3.71311e-06,9.92216e-06,3.07373e-06,6.32634e-06,1.6368e-05,1.12788e-05,3.94305e-06,4.34262e-05,7.94052e-06
246,0.0120715,0.022881,0.00245056,0.0159972,0.0294622,0.0155515,0.00204253,0,0,0,0,0,0.000596701,0.00183904,0.000278081,0,0.000656237,0.00112898,0.00149561,9.9204e-05,0,0,0.000659665,1.12262e-05,4.64752e-05,4.58893e-06,2.43216e-06,8.24697e-06,2.44643e-06,1.22954e-05,8.48233e-06,3.33673e-05,1.66369e-05,2.29199e-05,3.08866e-06
247,0.0181537,0.0116291,0.00203721,0.00632061,0.00400578,0.0261451,0.0279794,0.00566604,0,0,0,0,0.000787868,0.000824223,9.69344e-05,0,0.000218471,0.000195747,0.00114804,0.00185782,0.000225167,0.000407126,0.00098584,1.96986e-05,8.48746e-05,1.37818e-06,1.64185e-06,3.36299e-06,7.55161e-06,1.26988e-05,3.3833e-06,4.79319e-05,1.62458e-05,4.04705e-05,1.24474e-06
248,0.0152609,0.00105997,0.00804059,0,0.00718544,0,0.0203821,0.0344709,0.0167961,0,0,0,0.00110066,0,0.000456803,0,1.1959e-05,0.000515313,4.24012e-05,0.00066429,0.00104511,0.000471174,0.000260927,1.58412e-05,7.06503e-05,4.57726e-06,9.71765e-07,9.02108e-07,4.04707e-06,1.13541e-05,0,4.0132e-05,8.04026e-06,2.9329e-05,2.46143e-07
249,0,0,0,0,0,0,0,0,0,0.00016064,0.00115284,0,0,0,0,0,0,0,0,0,0,0,1.40027e-05,7.86951e-05,3.5704e-05,1.63837e-05,6.444e-05,0.000484045,6.34275e-06,1.05073e-06,0.000894195,5.40304e-06,0.000379231,3.99732e-06,6.17781e-06
250,0.0201749,0.00243589,0.0106191,0.00743601,0.00773299,0.00726539,0.00760815,0.0127758,0.0233232,0,0,0,0.000620984,0.000195589,0.000763359,0,0.000287408,0.000197255,0.000310571,0.000193162,0.000406736,0.00109003,0.000505481,1.10832e-05,5.91864e-05,9.31544e-08,6.00782e-07,6.50048e-07,2.31237e-06,7.05622e-06,0,3.91379e-05,2.59034e-06,2.17177e-05,9.52075e-08
251,0.012702,0.0148192,0,0.0143632,0.00917392,0.00400583,0.0194202,0,0.0195072,0,0,0,0.000278918,0.000809226,0,0,0.00033475,0.000290602,8.48828e-05,0.00048268,3.7665e-05,0.000422388,0.000107136,8.13489e-06,2.53943e-05,0,0,0,8.82683e-06,2.73797e-06,0,1.91702e-05,2.2744e-06,1.32762e-05,8.63223e-07
252,0.00521987,0.0170716,0.0176755,0.000997991,0.0077522,0.0148482,0.00387972,0.00827657,0.0131379,0,0,0,6.96405e-05,0.000613012,0.000960257,0,4.14907e-05,0.000125645,0.000377652,0.000102752,0.00011322,0.000254986,0,0,1.99713e-05,0,0,0,3.88013e-07,7.58799e-07,0,6.00452e-06,6.5916e-07,1.02249e-05,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55378e-06,3.28366e-05,0,0.000520663,0,0,0,0,0,9.49971e-06
254,0,0.00718536,0.0170949,0.0192456,0.0146014,0.00317378,0.00145895,0.0126176,0.00811485,0,0,0,7.95665e-06,0.000172468,0.000718526,0,0.00032014,0.000291765,0.000166442,1.25397e-05,0.000153334,0.000135366,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0.00108258,0.00297441,0.00699331,0.0118459,0.02156,0.0221005,0.00933115,0,0,0,0,0,0,0,5.99791e-06,8.83361e-05,0.000170008,0.000253487,0.000272889,0.000145275,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112777,0,0,0,0,0,0.000184787,0,0,0,0.000327072,5.82671e-05,0
257,0.00154835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126288,0,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134613,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115033,0,0.000975457,0,0,0.00092675,0.00162703,0.00326035,0
260,0,0,0,0,0,0,0,0,0,0,0.00413964,0,0,0,0,0,0,0,0,0,0,0,0,0.00171386,0,0.00560019,0,0.00400417,0,0,0.00170325,0,0,0,0.00395993
261,0,0,0,0,0,0,0,0,0,0,0.00292441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186673,0.00616771,0.00149903,0,0,0.00145735,0,0,0,0.00113192
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678476,0.00138699,0,0,0,0.00364349,0.0011158,0,0.00294834,0.00453244,0.00251798,0
