virt\core,7,8,12,14,16,17,18,19,20
92,8.752e-06,3.28e-07,0,0,0,0,0,0,0
93,0.035182,0.00305896,0.127557,0.00305895,0.00305896,0.035182,0.00305896,0.0480731,0.0480732
94,0.0346765,0.0463059,0.111198,0.0468804,0.0468802,0.0346765,0.0463059,0.0480731,0.0480732
95,0.0346765,0.0468802,0,0,0,0.0346765,0.0468802,0,0.0480731
