virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,4.44621e-06,7.59707e-07,3.54649e-05,2.25e-07,1.5972e-05,0.103794,0.000475374,0.000540116,0.00856038,0.00827218,1.85201e-06,1.48943e-06,7.1163e-05,0.0175904,1.19e-06,5.41726e-06,1.79941e-06,2.64e-07
93,7.5724e-05,8.29659e-07,0.0152825,3.2e-08,0.000158656,0.121599,0.000447651,0.00079736,0.00140765,0.0013676,2.76413e-07,1.65108e-06,0.0305865,0.015149,2.42082e-07,3.76123e-07,9.22327e-08,1.8e-08
94,8.35968e-06,2.79873e-08,0.0038201,4.9e-08,5.6073e-05,0.0858371,0.000492738,0.000371754,0.0417041,0.0403866,1.62665e-07,4.70184e-08,0.00768535,0.0176829,6.79e-07,6.91602e-07,1.87034e-07,5.6e-08
95,2.29273e-05,5.03505e-08,0.000673928,1.9e-08,1.5885e-05,0.00455763,0.00119222,0.00127053,0.0245321,0.0236184,1.62132e-07,8.38619e-08,0.00135844,0.0265732,1.31e-07,3.96271e-07,1.7371e-07,2.4e-08
96,1.16499e-06,8.01452e-08,4.36211e-05,1.1e-08,5.58e-06,0.00148952,0.009479,0.00214271,0.103413,0.0969812,7.69777e-07,1.58085e-07,8.726e-05,0.154992,7.09e-07,2.75594e-07,2.1034e-07,1.9e-08
97,2.63634e-06,9.95204e-08,0.000301403,9.8e-08,4.7873e-05,0.0367497,0.0427951,0.00109959,0.0753078,0.0775778,6.38672e-07,1.88254e-07,0.000605888,0.0886703,1.67661e-07,2.55445e-07,1.68244e-07,2.6e-08
98,1.55611e-06,1.26739e-07,0.000174244,3.1e-08,1.1997e-05,0.0247669,0.00329119,0.00324445,0.0540504,0.0514028,2.10452e-07,2.42474e-07,0.000351795,0.101445,1.26e-07,8.44228e-07,5.41568e-07,6e-08
99,1.47649e-06,3.55084e-08,5.21919e-05,2.4e-08,5.3225e-05,0.061276,0.00110811,0.00117634,0.0336594,0.0306959,3.91913e-07,6.01995e-08,0.000105294,0.120844,4.29e-07,1.11765e-06,6.8099e-07,1e-07
100,3.99288e-06,2.79569e-07,0.000199473,1.97e-07,3.554e-06,0.0444639,0.000530969,0.000837582,0.0104147,0.00978798,1.17113e-06,5.24338e-07,0.000399359,0.00435747,1.021e-06,4.05674e-06,9.54586e-07,2.41e-07
101,1.80561e-06,3.47359e-07,4.70572e-05,2e-08,5.736e-06,0.023407,0.000942909,0.00129154,0.0163142,0.0153662,2.27048e-06,6.95538e-07,9.49273e-05,0.137386,2.87337e-06,1.59691e-06,1.47976e-07,5.1e-08
102,9.69451e-08,9.60514e-08,0.000828441,0,2.6623e-05,0.00682985,0.00147012,0.00385283,0.0202239,0.019423,9.69451e-08,9.60514e-08,0.00166129,0.0340463,7.8e-08,6.25315e-08,4.95231e-08,7e-09
103,0,0,0,0,0,0.000429614,9.97221e-05,0,9.9722e-05,9.97219e-05,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0.000240944,0,0,0,0,0,0,0,0,0,0,0,0
