virt\core,7,8,12,13,16,20,21
92,1.3344e-05,7.639e-06,0,0,0,0,0
93,0,0,0.121669,0.0637889,0.0637888,0.000168157,0.0417725
94,0,0,0.133764,0,0.0637889,0.023439,0.0417725
95,0,0,0,0,0.063789,0.023439,0.0417725
