virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.000172289,9e-09,1.5018e-05,0.100664,0.000993169,0.000652963,0.00970515,0.00452705,1.6e-08,6.50796e-09,0.000344764,1.74782e-08,0.0218491,4.01536e-08,4.08422e-08,1.4e-08
