virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1e-09,3e-09,1.5031e-05,0.108218,0.00124776,0.000767019,0.00967855,0.00433829,4e-09,1e-09,1e-09,0.000212199,0.0248045,6.64659e-09,4.3586e-09,4e-09
