virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,2.00811e-05,5.15e-07,1.4299e-05,0.111742,0.00117892,0.000423925,0.00262793,0.0182513,5.229e-06,9.3818e-05,3.98529e-05,0.0162544,1.20887e-05,6.53131e-05,1.56034e-05,1.157e-06
