num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103
0,atom,lvlMO,0.2,0.1,0.3,2.8,0.5,0.2,0.5,0.3,0.4,2.5,1.8,0.7
1,atom,lvlMO,0.3,1.4,0.4,3.8,1.9,0.3,1.4,0.5,1,0.8,1.1,0.3
2,atom,lvlMO,0.2,1.6,3.3,38,4.5,0.3,3.2,0.9,0.8,2.2,1.2,1.1
3,atom,lvlMO,0,0.2,0.5,6.4,3,0.3,4,1.3,1.2,0.6,0.4,0.5
4,atom,lvlMO,0.1,0.6,1.7,20.5,1.4,0,0.9,0.2,0.4,0.8,0.5,0.5
5,atom,lvlMO,0.2,1.3,0.2,2.8,2.4,0.6,0.4,0.3,0.2,0.4,0.9,0.9
6,atom,lvlMO,1.1,15.7,0.7,1.2,0.4,0.2,0.4,0.1,3,1.7,1.4,0.4
7,atom,lvlMO,8,8.3,0.1,0.6,0.5,0.1,0.3,1.3,2.1,6.7,2.9,1.1
8,atom,lvlMO,13.8,2.6,0.4,0,2.3,0.6,0.5,1.4,6.6,3.7,1.7,3
9,atom,lvlMO,9.3,7.4,0.3,0.2,0.4,0.1,0.4,1.2,1.2,6.6,0.2,3.9
10,atom,lvlMO,1.3,14.3,4.1,0.5,0.3,0.2,0.1,0.1,2.9,0.8,1.4,0.2
11,atom,lvlMO,12.9,1.9,4.2,0.6,0.3,0.2,0,0.8,6.5,5.6,1.7,0.5
12,atom,lvlMO,0.1,0.1,0,0.3,3,0.6,1.2,0.5,1.5,0.9,2.3,0.1
13,atom,lvlMO,0.3,1,0.1,0.4,4.5,0.8,0,0,0.1,0.1,0,0
14,atom,lvlMO,0,0.5,0,0.2,1.2,0,0,0.3,0.3,0.9,1.9,2
15,atom,lvlMO,0.3,0.5,0.4,0.8,1.7,0,0.3,2,1.1,0.6,7.8,3
16,atom,lvlMO,0.7,0.2,0.1,0.1,8,1.3,0.7,2.2,2.3,0.2,1.1,5.4
17,atom,lvlMO,0.4,0.3,0.8,0.2,0.8,0.3,0.8,1.8,0,1.9,0,10.2
18,atom,lvlMO,0,0.8,7.2,0.6,0.1,0,0,0.1,0.3,0.1,0.8,0.4
19,atom,lvlMO,0.7,0.1,8,1.5,0.1,0,0.2,0.3,1.2,1.4,0.9,0.4
20,atom,lvlMO,0.3,0,0.1,2.5,0.3,0.2,0.1,0.1,0.4,6.8,5,1.9
21,atom,lvlMO,0.1,0.1,0.5,4.9,2.1,1,2.7,1.4,0.5,6.1,4,1.6
22,atom,lvlMO,0,0.3,0.1,0.4,15.3,1.3,25.1,7.6,7.4,3,2.4,2.4
