virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,1.34621e-06,1.33422e-06,2.49327e-05,5.37e-07,1.62224e-05,0.101224,0.000179617,0.000109473,0.00153043,0.00453687,1.79495e-06,1.77896e-06,4.98204e-05,0.00793522,3.64857e-06,1.13194e-05,1.75582e-06,8.68782e-07
93,7.11774e-07,5.43519e-07,0.00552267,1.59936e-07,7.84369e-05,0.0611905,2.79346e-05,0.000123326,0.000287984,0.00095409,1.18629e-06,7.24692e-07,0.00690333,0.00249455,3.73749e-07,6.3015e-07,7.05705e-08,1.28678e-07
94,4.15877e-08,4.35608e-08,0.00186268,1.36959e-07,2.92642e-05,0.0326857,0.00036672,3.54229e-05,0.00694166,0.00742948,6.93128e-08,5.8081e-08,0.00248358,0.00284179,1.9121e-06,9.9064e-07,1.53409e-07,1.95569e-07
95,2.06164e-07,1.98635e-07,0.000456175,3.9e-08,1.66376e-05,0.00281722,0.00060052,0.000398015,0.00293385,0.0050532,2.74886e-07,2.64847e-07,0.000684262,0.006703,5.73236e-06,6.29689e-07,1.82333e-07,4.39384e-08
96,8.99707e-07,9.83586e-07,2.24474e-05,2.7e-08,5.37692e-06,0.000572121,0.00153678,0.000349259,0.0172321,0.0174307,1.19961e-06,1.31145e-06,4.43157e-05,0.052838,1.24413e-06,3.39785e-07,2.42206e-07,4.0959e-08
97,7.38332e-08,9.76999e-08,0.000218346,2.24e-07,4.71029e-05,0.0170618,9.22129e-05,0.000101553,0.00137145,0.00719932,9.22915e-08,1.30266e-07,0.000327519,0.0319492,3.5495e-06,2.746e-07,1.75153e-07,7.79142e-08
98,7.19694e-08,7.44474e-08,0.000195277,9.39812e-08,1.21726e-05,0.0115223,0.000890759,0.000561236,0.0118544,0.0120269,9.59592e-08,9.92632e-08,0.00039035,0.0247886,1.26225e-06,2.21397e-06,4.82757e-07,3.23546e-07
99,7.20844e-09,3.67969e-07,2.09084e-05,7.19856e-08,5.2732e-05,0.000230467,0.000444334,0.000174938,0.00962201,0.00855306,9.01055e-09,4.90626e-07,3.13625e-05,0.0238266,9.77372e-07,1.14804e-06,2.60266e-07,3.81312e-07
100,1.57198e-08,4.60483e-07,6.06514e-07,5.09949e-07,3.55249e-06,0.000171699,7.96929e-06,0.000308688,0.000988924,0.00411566,1.96498e-08,6.13978e-07,7.58142e-07,0.0013759,1.84772e-06,8.49889e-06,8.88243e-07,6.89894e-07
101,1.85014e-06,2.41464e-06,2.75744e-05,1.05989e-07,5.67862e-06,0.0023657,1.78547e-05,3.67155e-05,0.0014058,0.00660897,2.31268e-06,3.21952e-06,4.13617e-05,0.0310494,1.16657e-06,6.32256e-07,1.63902e-07,1.97703e-07
102,1.38314e-07,1.09726e-07,0.000115611,3e-09,2.75145e-05,0.00363014,0.000723656,0.000785518,0.00302741,0.00590387,1.38314e-07,1.46302e-07,0.000144513,0.00607432,2.17897e-07,1.12406e-07,7.05087e-08,5.59496e-08
103,0,0,0,0,0,0.000456508,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0.000209517,0,0,0,0,0,0,0,0,0,0,0,0
