virt\core,7,8,12,13,15,16,18,20
92,6.834e-06,1.24e-07,0,0,0,0,0,0
93,0,0.033682,0.132628,0.000142931,0.000511603,0.00421412,0.033682,0.0124637
94,0,0.00786382,0.114746,0.00156837,0.0055877,0.0466191,0.00786382,0.0151408
95,0,0.00100612,0,0,0,0.00645125,0.00100612,0.00195235
