virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,6,4,5,1,2,0,4,5,1,2,4,3,4,3,4,4,4,3
94,5,4,5,1,2,0,6,5,1,1,3,3,4,3,3,3,4,1
95,4,4,5,1,1,1,4,4,1,1,4,4,4,3,3,3,3,1
