virt\core,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
92,0.901277,1,0.9999,0.984,0.600991,0.559924,0.728777,0.782303,0.9969,0.9976,0.801977,0.942762,0.963921,0.891169,0.755047,0.9976
