virt\core,7,8,12,13,15,16,18,20
92,6.503e-06,7.7e-08,0,0,0,0,0,0
93,0,0.0420392,0.134208,0.00372584,0.00372584,0.00545273,0.0420392,0.0318661
94,0,0.0425389,0.112138,0.0668893,0.0668894,0.0663334,0.0425389,0.0313962
95,0,0.0434177,0,0,0.0668894,0.0668893,0.0434177,0.0303288
