virt\core,26,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0.00196161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04318e-05,0,7.53727e-06,0,0,0,5.48934e-06,0.000526709,5.27794e-05,1.59058e-05,0.00020148
238,0,0.00137215,0,0,0,0,0,0,0,0,0,0.00023562,0.00143549,7.47612e-05,1.40056e-05,6.56103e-06,0.000167155,2.57589e-06,1.48395e-08,3.85774e-07,3.9772e-09,9.971e-10,0,1.9978e-09,8.28947e-05,0.000863232,0.00073688,0.000856772,2.00411e-06,0.0133845,0.0193711,0.00279,1.42075e-05,6.58214e-05,9.69678e-05,7.71811e-06,0.000143495
239,0,0,0,0,0,0,0,0.000890862,0,0,0,0.000285714,3.18276e-05,0.00114254,2.36997e-05,1.04293e-05,6.70732e-05,8.20148e-05,1.18335e-06,1.42898e-05,2.88616e-06,7.25547e-08,0,1.996e-09,7.45481e-05,2.84866e-05,0.00490342,1.31868e-05,4.45979e-05,0.00101535,0.00311847,0.000420465,5.69829e-05,0.00127514,0.00195111,0.00129394,0.00221517
240,0,0,0,0,0,0,0,0,0,0,0,0.00309756,0.0293283,0.000354849,6.54872e-06,1.11866e-07,5.02294e-06,3.8493e-06,1.53216e-06,1.58444e-07,5.49945e-08,0.00017226,2.62974e-07,0,0.000138138,0.0148717,3.45823e-06,0.0067058,7.91023e-07,0.000457347,8.22921e-05,0.0137546,2.82576e-07,3.47827e-07,3.81502e-06,7.76819e-07,3.78992e-07
241,0,0,0,0,0,0,0,0.0240961,0,0,0,9.22789e-06,2.23275e-06,0.00130202,4.12941e-06,1.7138e-05,5.06523e-06,0.000218721,4.20032e-05,0.000211069,4.39988e-05,1.35551e-07,1.34876e-06,4.19622e-08,4.89723e-07,1.18662e-06,0.00336356,1.9412e-07,7.61758e-05,3.11627e-06,7.80475e-06,8.66631e-06,0.0316598,0.000733334,0.00113024,0.00269617,0.00146378
242,0.0012524,0.00128134,0,0,0,0,0,0,0,0,0,0,0.0026858,0,0,0,0,0,0,0,0,0,0,0,3.00818e-05,0.000181911,0,0.00112172,0,0.00185337,2.18041e-05,0.00043488,0,0,0,0,0
243,0,0,0,0,0,0.00976202,0,0.00432582,0,0,0,0,0,0,0,0,0,3.65463e-05,0,0,0,0,0,0,0,0,0.000335264,0,4.98164e-05,0,0,0,0.000341841,5.84858e-05,0.000829533,0.000148829,6.45209e-05
244,0,0.0114917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02516e-05,0,0,0,0,0,0,0,1.95206e-05,0.000365443,0,9.63647e-05,0,0.00180172,0.00109659,0.00130227,0,0,0,0,0
245,0.0994508,0,0,0,0,0,0,0,0,0,0,0.000750498,0.000298515,0,0.000674,0,0.000148036,0,0,0,0,0,0,0,0.00547296,7.53553e-05,1.12921e-06,5.76288e-05,3.28876e-05,4.35191e-05,0.000110871,2.24763e-05,4.81084e-07,2.1701e-06,2.89563e-06,7.87795e-08,1.77287e-07
