virt\core,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150663,0,0,0,0,0,0,0,0,0,0,0,4.37813e-05,0,0,0.000192295,0.000534283,0.000557651,7.1867e-06,0,0,4.35209e-06,0,0,0
238,0.00866398,0,0,0,0,0,0,0,0,0,0,0,0.00207472,0.00104015,8.38659e-05,2.87068e-05,1.5e-08,1.89905e-06,2.3e-08,3.9e-08,2e-09,3e-09,9e-09,2e-09,1.1e-08,0.00116773,1.03966e-08,6.10225e-09,0.00346947,0.00648661,0.00325536,0.00601737,1.4936e-09,4.904e-10,0.00858506,1.28267e-09,7.91855e-09,5.56575e-09
239,0,0,0,0,0,0,0,0,0,0.017224,0,0,4.53909e-07,5.4e-08,2.11373e-06,5.22786e-06,0.00939011,0.000478346,0.000531038,0.000790694,1.22201e-05,1.3504e-05,0.000127226,4.29957e-07,5.84522e-06,9.59904e-08,0.00347858,0.0084157,2.19604e-08,5.9706e-09,9.64762e-08,2.29333e-08,0.00127171,0.00095325,2.19912e-08,0.0120686,0.00200169,0.00149813
240,0.0268367,0,0,0,0,0,0,0,0,0,0,0,0.00189817,0.0201308,0.000125185,6.59298e-05,2.78888e-07,8.54501e-06,9.80706e-07,7.9984e-08,2.9994e-08,2.0098e-07,1.89962e-08,0,1.9996e-09,0.000713095,1.60845e-07,7.10617e-08,0.00536596,0.00269419,0.00326262,0.000850857,3.78093e-07,1.17079e-07,0.00469457,3.54282e-07,4.10724e-07,3.44443e-07
241,0,0,0,0,0,0,0,0.00455498,0,0.00224037,0,0,0,0,1.49835e-06,1.29528e-05,0.000899252,4.01333e-05,0.000224994,5.24477e-05,1.95424e-06,0.000158827,2.56923e-07,6.9986e-09,1.9996e-09,1.02707e-05,2.73933e-05,0.00057349,5.78898e-07,4.17396e-08,1.29069e-06,2.991e-09,0.00100166,0.00601779,2.26864e-07,0.00353862,0.000815036,0.00831833
242,0,0,0,0,0.00107927,0,0,0.0163502,0,0.00184606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216727,0,0,0,0,7.27506e-05,0.000537462,0,0.000336623,7.98822e-05,0.00126536
243,0.00840115,0.00126111,0,0,0,0,0,0,0,0,0,0,4.62633e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022452,0.000543718,0.000162562,4.19437e-06,0,0,2.33719e-06,0,0,0
244,0,0.0199236,0.0445965,0.0292434,0.00799071,0,0,0,0,0,0,0,0,0,0.000863789,0.00387449,0,0.000998859,0.000674255,0,0,0,0,0,0,0.0014336,1.15542e-05,0.000105099,0.000437108,7.69034e-05,0.000117875,1.93606e-05,5.14779e-06,1.68712e-05,4.4691e-05,1.09057e-05,3.22494e-05,0.00012925
245,0,0.0304525,0.00719045,0.0227548,0.0322846,0.00517666,0.00230506,0,0,0.00396994,0,0,0,0,0.00217339,0.000293764,0,0.000460574,0.000620841,0.000216686,0.000206712,0,0,0,0,0.00144141,2.16819e-05,4.60577e-05,0.000123623,4.80193e-05,7.44298e-05,7.13e-06,5.44582e-06,2.3307e-05,7.43724e-06,1.94884e-05,2.26693e-05,3.20333e-05
246,0,0.00214096,0,0.002289,0.00208589,0.0211526,0.0451062,0,0.0250795,0.00143384,0.00304103,0,0,0,0.000162255,0,0,0.000152555,0.000120022,0.000720157,0.00395716,0,0.00211306,0.000264422,0,0.000110779,4.05619e-05,3.50357e-05,2.33955e-05,1.44693e-06,8.85752e-06,5.17166e-06,2.90748e-06,7.96833e-06,8.51199e-06,2.26427e-05,6.63823e-06,4.07837e-05
247,0,0.00142731,0,0.00161312,0,0.0181959,0,0,0.0212637,0.00151449,0.0389743,0.0205185,0,0,9.22973e-05,0,0,9.38428e-05,0,0.000648341,0,0,0.00168269,0.00287153,0.00111528,6.45878e-05,3.56372e-05,5.80562e-05,1.02887e-05,1.2604e-06,0,6.32177e-06,1.50628e-06,4.91831e-06,2.16554e-06,1.24766e-05,2.86401e-06,2.0298e-05
248,0,0.00584609,0.00223965,0.00192853,0.00106889,0.02377,0.00541786,0,0.0132146,0.00539481,0.010055,0.0293958,0,0,0.000268661,0.000185838,0,6.40056e-05,0,0.000622905,0.000562205,0,0.00061601,0.000839655,0.0013965,0.00019253,5.55723e-05,9.20235e-05,2.08165e-05,6.02945e-06,1.51604e-05,1.69446e-06,1.73365e-06,1.02815e-05,1.72643e-06,2.12168e-05,5.45999e-06,2.99797e-05
249,0,0.0265714,0.0188013,0.00153201,0.0307383,0.00671802,0,0,0.00272836,0.00193568,0,0.00367564,0,0,0.000988815,0.00122487,0,0,0.000444073,0.000375512,0,0,0.000152809,5.3606e-05,0.000171613,0.000670753,0.000526934,0.000103398,4.14495e-05,1.69516e-05,2.69133e-05,5.22553e-06,2.83757e-07,3.04536e-06,2.66069e-06,2.36759e-06,4.18125e-06,8.26805e-06
250,0,0,0,0,0,0.00721242,0.0302021,0.00150175,0.010661,0.00463309,0.0105455,0.0226029,0,0,0,0,0,0,0,0.000144805,0.00138313,0,0.000658988,0.000219578,0.000858064,0,2.71554e-05,3.17348e-05,0,0,0,0,5.14568e-07,6.42312e-06,0,1.81396e-05,2.34243e-06,5.50095e-05
251,0,0.00441878,0.0138308,0.0143558,0.00202362,0.00424602,0.00113283,0,0,0.0150284,0,0,0,0,6.34911e-05,0.000361457,0,0.000325322,6.13444e-05,0.000121489,0,0,0,0,0,0,0.000912727,0.000127773,0,0,0,0,5.16928e-05,1.519e-05,2.15329e-06,5.48975e-06,4.618e-06,4.0459e-05
