num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102
0,atom,lvlMO,0.2,0.2,1.6,1.1,0.8,0.1,0.7,0.6,0.3,0.2,2.6
1,atom,lvlMO,0.4,1.6,2.2,1.7,2.2,0.1,0.5,1.1,0.9,0.4,1.4
2,atom,lvlMO,0.5,2.9,19.5,17.8,2.7,0.4,4.9,1.5,1.2,1.2,3.3
3,atom,lvlMO,0.1,0.4,3.1,3,2.2,0.1,2,1.6,1.8,2,1.1
4,atom,lvlMO,0.3,1.2,10.6,9.6,0.5,0.3,1.9,0.3,0.4,0.4,1.4
5,atom,lvlMO,0.4,1.5,1.5,1.6,1.2,0.2,1.3,0.2,0.5,0.4,0.7
6,atom,lvlMO,1.3,17.2,0.4,1.9,0.9,0.3,0.8,2.6,4,0,0.1
7,atom,lvlMO,7.5,9.5,0.4,0.5,3.3,0,6.7,0.4,1.9,0.5,2.3
8,atom,lvlMO,14.1,2.6,1,0.3,6.3,0.3,5.4,0.8,1,1.2,1
9,atom,lvlMO,8.8,8.2,0.6,0.6,2.1,0,7.8,0.4,2.2,0.6,0.4
10,atom,lvlMO,1.6,16.4,1.5,3.1,1.1,0.4,0.8,2.4,5.1,0.1,0.5
11,atom,lvlMO,13.5,2.1,2.5,2.4,6,0.3,5,0.9,1.2,0.2,1.1
12,atom,lvlMO,0.1,0.2,0.1,0.1,4.2,0,0.5,1.4,0,0.1,2.8
13,atom,lvlMO,0.5,1.2,0.3,0.5,2.8,0,2.3,0,0,0.3,0
14,atom,lvlMO,0.1,0.7,0,0.1,0.7,0.1,0.4,0,0,0.2,1.5
15,atom,lvlMO,0.3,0.7,0,0.9,0.6,0.1,1.1,0,0.4,1.2,6.7
16,atom,lvlMO,0.7,0.4,0.2,0.1,5.4,0,1.8,0,0.6,3.5,1
17,atom,lvlMO,0.3,0.4,0.3,0.6,0.2,0,1.3,0.2,0.2,1.4,0.1
18,atom,lvlMO,0.1,0.8,3.1,4.9,0.1,0,0.1,0.6,1,0.1,0.2
19,atom,lvlMO,0.8,0.1,2.2,4.3,0.5,0.1,0.2,0.6,0.6,0.4,1.8
20,atom,lvlMO,0.4,0,1.3,1.2,0.5,0.1,1.2,0.4,1.1,0,7.5
21,atom,lvlMO,0.2,0.2,2.6,2,3.5,0.2,1.9,2.6,0.1,0.8,5.4
22,atom,lvlMO,0,0.5,0.2,0.4,12.3,0.1,8.3,10,10.8,12.8,5.1
