virt\core,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
93,0.000100503,2.57997e-06,0.00011328,9.7e-08,0.000209879,0,0.00057359,0.000764698,0.0013696,0.00278147,5.86865e-06,5.16806e-06,0.000606764,0.00635687,2.24e-07,8.64188e-07,4.3066e-07,1.44e-07
94,9.70924e-06,1.42571e-07,0.000257356,8.2e-08,3.78765e-05,0,0.000800333,0.000380389,0.00208294,0.01483,2.92641e-07,2.73601e-07,0.000584808,0.00712316,1.446e-06,1.30409e-06,3.76756e-07,1.5e-07
95,1.27355e-06,1.25738e-06,0.000397445,2.1e-08,2.4567e-05,0.00304508,0.0018578,0.00139232,0.011755,0.026997,1.27355e-06,1.25738e-06,0.000808464,0.0278716,5.343e-06,1.0725e-06,5.6485e-07,2.7e-08
